source,productUrl,productName,category,price,currency,imageCount,variantCount,descriptionPresent,materialPresent,dimensionsPresent,weightPresent,brandPresent,skuPresent,technicalSpecsPresent,complianceDataPresent,completenessScore,extractionConfidence,status,origin
viridian-bay,https://viridianbay.com/products/set-of-3-wicks-for-metal-oil-lanterns,Set of 3 Wicks for Metal Oil Lanterns,Wicks,3,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4761bk1-galvanized-raised-garden-bed-with-legs-and-greenhouse-cover-for-vegetable-flower-black-color-black,Galvanized Raised Garden Bed with Legs and Greenhouse Cover for Vegetable Flower-Black - Color: Black,Outdoor > Garden > Raised Garden Beds,102.98,USD,12,1,true,true,false,false,true,true,false,true,69,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/loro-lantern-1,Loro Lantern,Lanterns,112,USD,6,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/veradoro-lantern-right-1,Veradoro Lantern Right,Home & Garden,164.95,USD,5,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/welcoming-crane-garden-stake,Welcoming Crane Garden Stake,Lawn Ornaments & Garden Sculptures,53,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/crane-pair-in-flight-end-table,Crane Pair in Flight End Table,Accent Tables,715,USD,3,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-avocado-green-starter-trim-for-hygienic-wall-cladding,Gloss Avocado Green Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-cream-straight-joint-trim-for-hygienic-wall-cladding,Pastel Cream Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-cream-straight-joint-trim-for-hygienic-wall-cladding,Pastel Cream Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-cream-external-corner-joint-for-hygienic-wall-cladding,Pastel Cream External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-starter-trim-for-hygienic-wall-cladding,Pastel Sandstone Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/scottie-dog-planter-box,Scottie Dog Planter Box,Planters,93,USD,3,1,true,false,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/bounding-bear-garden-lantern,Bounding Bear Garden Lantern,Lawn Ornaments,178,USD,9,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/brindille-vanity-mirror,Brindille Vanity Mirror,Mirrors,148.95,USD,6,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-external-corner-joint-for-hygienic-wall-cladding,Pastel Sandstone External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-straight-joint-trim-for-hygienic-wall-cladding,Pastel Linen Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-internal-corner-joint-for-hygienic-wall-cladding,Gloss Grape Green Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/birds-nest-staked-planter-candleholder,Bird's Nest Staked Planter & Candleholder,Gardening,90,USD,7,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/at-ponds-edge-staked-oil-lamp,At Pond's Edge Staked Oil Lamp,Tiki Torches & Oil Lamps,80,USD,7,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/root-candle-3-x-9-pillar-candle-white,"Root Candle 3 x 9"" Pillar Candle, White",Candle,35,USD,6,1,true,false,false,false,true,true,false,true,65,100,DUPLICATE,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bellure-bowl-o17-silver,Bellure Bowl - Silver,Home > Bellure Bowl - Silver,44,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/led-dripping-candle-3-x-5-in-white,"LED Dripping Candle 3"" x 5"" in White",Flameless Candles,38,USD,4,1,true,true,false,false,true,true,false,true,65,100,DUPLICATE,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bon-shelf-long-oiled-oak,Bon Shelf - Long - Oiled Oak,Home > Bon Shelf - Long - Oiled Oak,319.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/expressive-cranes-candleholder,Expressive Cranes Candleholder,Candle Holders,85,USD,7,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/f640-12000037977966073-emitting-color-rgb-wattage-11-15w-300leds-solar-curtain-light-led-outdoor-waterproof-garland-decoration-string-lights-yard-christmas-fairy-garland-string-lights,"Emitting Color: RGB, Wattage: 11-15W - 300LEDs Solar Curtain Light LED Outdoor Waterproof Garland Decoration String Lights Yard Christmas Fairy Garland String Lights",Outdoor Lighting,28.84,USD,16,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/manor-fontaine-garden-trellis,Manor Fontaine Garden Trellis,"Garden Arches, Trellises, Arbors & Pergolas",285,USD,6,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/graceful-feathers-hanging-planter-holder,Graceful Feathers Hanging Planter Holder,Planters,179,USD,6,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-np10631wlgr-36-inch-propane-gas-fire-pit-table-with-lava-rock-and-pvc-cover-gray-color-gray,36 Inch Propane Gas Fire Pit Table with Lava Rock and PVC cover-Gray - Color: Gray,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,906.77,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-lghftwc2698581736-copper-and-glass-hummingbird-feeder-32-fl-oz-nectar-capacity,Copper and Glass Hummingbird Feeder - 32 Fl. oz. Nectar Capacity,For The Birds,83.94,USD,6,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/tiptop-toucan-hanging-plant-holder,Tiptop Toucan Hanging Plant Holder,Planters,159,USD,9,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-np12082-425-inch-50000-btu-fire-pit-table-set-with-stainless-steel-burner-color-gray,42.5 Inch 50000 BTU Fire Pit Table Set with Stainless Steel Burner - Color: Gray,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,338.98,USD,3,1,true,false,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/t575-s0671288352-13in-round-ceramic-charcoal-grill-black,13in Round Ceramic Charcoal Grill Black,Home,197.21,USD,18,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/garden-harmony-hose-guard,Garden Harmony Hose Guard,Home & Garden,59,USD,7,1,true,false,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/damask-lace-serving-bowl-10-diameter,"Damask Lace Serving Bowl, 10"" Diameter - LAST CHANCE",Serveware,18.97,USD,6,1,true,true,false,false,true,true,false,true,76,88,IMPORTED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-47246-bird-houses-4-pcs-47x63x79-firwood,"Bird Houses 4 pcs 4.7""x6.3""x7.9"" Firwood",For The Birds,63.54,USD,16,1,true,true,false,false,true,true,false,true,68,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-duck-egg-colour-match-silicone-310ml-tube,Pastel Duck Egg Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-duck-egg-internal-corner-joint-for-hygienic-wall-cladding,Pastel Duck Egg Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-duck-egg-straight-joint-trim-for-hygienic-wall-cladding,Pastel Duck Egg Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-starter-trim-for-hygienic-wall-cladding,Pastel Sandstone Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-straight-joint-trim-for-hygienic-wall-cladding,Pastel Sandstone Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-external-corner-joint-for-hygienic-wall-cladding,Pastel Sandstone External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-colour-match-silicone-310ml-tube,Pastel Linen Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-internal-corner-joint-for-hygienic-wall-cladding,Pastel Linen Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-straight-joint-trim-for-hygienic-wall-cladding,Pastel Linen Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/white-internal-corner-joint-for-hygienic-wall-cladding,White Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,4.2,GBP,1,2,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-starter-trim-for-hygienic-wall-cladding,Gloss Blue Lagoon Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-internal-corner-joint-for-hygienic-wall-cladding,Gloss Grape Green Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-external-corner-joint-for-hygienic-wall-cladding,Gloss Blue Lagoon External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-colour-match-silicone-310ml-tube,Gloss Blue Lagoon Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-nsbhl316257593-outdoor-solid-cedar-wood-bat-house-holds-up-to-75-bats,Outdoor Solid Cedar Wood Bat House - Holds up to 75 Bats,For The Birds,73.31,USD,8,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-np11740dk-3-tier-vertical-raised-garden-bed-with-4-wheels-and-6-container-boxes-black-color-black-size-3-tier,3-Tier Vertical Raised Garden Bed with 4 Wheels and 6 Container Boxes-Black - Color: Black - Size: 3-Tier,Outdoor > Garden > Raised Garden Beds,141.48,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-avocado-green-external-corner-joint-for-hygienic-wall-cladding,Gloss Avocado Green External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-317582-garden-planter-with-trellis-394x169x559-pp-stone-gray,"Garden Planter with Trellis 39.4""x16.9""x55.9"" PP Stone Gray",Gardening,159.43,USD,16,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/twill-cushion-cover-off-white-black,Twill Cushion Cover - Off-White/Black,Home > Twill Cushion Cover - Off-White/Black,47.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/twill-cushion-cover-rectangular-off-white-black,Twill Cushion Cover - Rectangular - Off-White/Black,Home > Twill Cushion Cover - Rectangular - Off-White/Black,55.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bellure-bowl-o17-rustic-bronze,Bellure Bowl - Rustic Bronze,Home > Bellure Bowl - Rustic Bronze,44,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/vari-quilted-cushion-rectangular-natural-dark-chocolate,Vari Quilted Cushion - Rectangular - Natural/Dark Chocolate,Home > Vari Quilted Cushion - Rectangular - Natural/Dark Chocolate,95.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/virelle-vase-h18-clear,Virelle Vase - Small - Clear,Home > Virelle Vase - Small - Clear,95.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bellure-bowl-o17-silver,Bellure Bowl - Silver,Home > Bellure Bowl - Silver,44,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/falda-smocked-bolster-cushion-undyed,Falda Smocked Bolster Cushion - Undyed,Home > Falda Smocked Bolster Cushion - Undyed,79.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/burren-pillar-candles-set-of-2-bronze,Burren Pillar Candles - Set of 2 - Bronze,Home > Burren Pillar Candles - Set of 2 - Bronze,23.2,EUR,2,1,true,false,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/burren-block-candle-small-bronze,Burren Block Candle - Small - Bronze,Home > Burren Block Candle - Small - Bronze,23.2,EUR,2,1,true,false,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/falda-smocked-cushion-cover-undyed,Falda Smocked Cushion Cover - Undyed,Home > Falda Smocked Cushion Cover - Undyed,47.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/folia-mirror-h135-dark-stained-burl,Folia Mirror - Large - Dark Stained Burl,Home > Folia Mirror - Large - Dark Stained Burl,615.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/tydra-bowl-h7-mirror-polished,Tydra Bowl - Small - Mirror Polished,Home > Tydra Bowl - Small - Mirror Polished,36,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/stagger-shelf-tall-oiled-oak,Stagger Shelf - Tall - Oiled Oak,Home > Stagger Shelf - Tall - Oiled Oak,71.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bon-shelf-long-oiled-oak,Bon Shelf - Long - Oiled Oak,Home > Bon Shelf - Long - Oiled Oak,319.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/strand-outdoor-cushion-cover-carob-brown-parchment,Strand Outdoor Cushion Cover - Carob Brown/Parchment,Home > Strand Outdoor Cushion Cover - Carob Brown/Parchment,36,EUR,2,8,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-rich-velvet-pine,Dase Cushion - Rich Velvet - Pine,Home > Dase Cushion - Rich Velvet - Pine,95.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-tonus-off-white,Dase Cushion - Tonus - Off-white,Home > Dase Cushion - Tonus - Off-white,140,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-tonus-mint,Dase Cushion - Tonus - Mint,Home > Dase Cushion - Tonus - Mint,140,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bell-shade-light-grey,Bell Shade - Light Grey,Home > Bell Shade - Light Grey,111.2,EUR,2,7,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/coimbra-arc-floor-lamp-walnut-amber-dome,"Coimbra. Arc Floor Lamp, Walnut and Amber Dome",Floor Lamps,500.95,USD,10,1,true,true,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/aire-portable-outdoor-basket-light,"Aire. Portable Outdoor Basket Light, Cordless LED",Lamps,130.95,USD,13,4,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/alcabrichel-square-post-light-stainless-steel,"Alcabrichel. Square Post Light, Stainless Steel",Landscape Pathway Lighting,179,USD,24,24,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/mirandela-globe-adjustable-wall-sconce-walnut-accent,"Mirandela. Globe Adjustable Wall Sconce, Walnut Accent",Lighting,315.95,USD,19,32,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/agueda-curved-up-down-wall-light,"Águeda. Curved Up-Down Wall Light, Aluminum",Wall Light Fixtures,116,USD,24,144,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/benavente-standing-floor-lamp,"Benavente. Standing Floor Lamp, Chrome and Acrylic",Floor Lamp,256,USD,23,48,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/milfontes-macaron-glass-wall-sconce-painted-iron,"Milfontes. Macaron Glass Wall Sconce, Painted Iron",Wall Light Fixtures,74.95,USD,19,20,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/setubal-art-deco-glass-wall-sconce-painted-iron,"Setúbal. Art Deco Glass Wall Sconce, Painted Iron",Lighting,115.95,USD,17,8,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/alvor-up-and-down-plug-in-wall-sconce-painted-metal,"Alvor. Up-and-Down Plug-in Wall Sconce, Painted Metal",Lighting,150.95,USD,24,112,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/alenquer-adjustable-metal-wall-sconce,"Alenquer. Adjustable Metal Wall Sconce, Aluminum",Lighting,164,USD,15,4,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-45521-garden-raised-bed-grey-galvanized-steel-1575-x-315-x-319-in,"Garden Raised Bed 157.5""x31.5""x31.9"" Galvanized Steel Gray",Gardening,292.68,USD,18,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-277138-solar-lamp-set-of-6-black-polypropylene-standard-solar,Outdoor Solar Lamps 6 pcs LED Black,Outdoor Lighting,124.87,USD,20,1,true,false,false,false,true,true,false,true,68,100,DUPLICATE,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/k290-1193667824-firefly-solar-mini-led-christmas-lights-on-string,Firefly Solar mini LED Christmas lights on String,led light,28.86,USD,3,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-364182-planters-2-pcs-black-118x118x146-polypropylene,"Planters 2 pcs Black 11.8""x11.8""x14.6"" Polypropylene",Gardening,85.67,USD,18,1,true,true,false,false,true,true,false,true,68,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/f640-12000037977966073-emitting-color-rgb-wattage-11-15w-300leds-solar-curtain-light-led-outdoor-waterproof-garland-decoration-string-lights-yard-christmas-fairy-garland-string-lights,"Emitting Color: RGB, Wattage: 11-15W - 300LEDs Solar Curtain Light LED Outdoor Waterproof Garland Decoration String Lights Yard Christmas Fairy Garland String Lights",Outdoor Lighting,28.84,USD,16,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/f640-12000037541829212-emitting-color-blue-wattage-100-300w-ships-from-china-outdoor-led-garland-solar-lights-mushroom-waterproof-landscape-christmas-string-lamp-for-lawn-garden-patio-street-decoration,"Emitting Color: Blue, Wattage: 100-300W, Ships From: CHINA - Outdoor LED Garland Solar Lights Mushroom Waterproof Landscape Christmas String Lamp For Lawn Garden Patio Street Decoration",Outdoor Lighting,19.94,USD,16,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/f640-12000037977966074-emitting-color-white-wattage-0-5w-300leds-solar-curtain-light-led-outdoor-waterproof-garland-decoration-string-lights-yard-christmas-fairy-garland-string-lights,"Emitting Color: WHITE, Wattage: 0-5W - 300LEDs Solar Curtain Light LED Outdoor Waterproof Garland Decoration String Lights Yard Christmas Fairy Garland String Lights",Outdoor Lighting,21,USD,16,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4111or-raised-garden-bed-planter-box-with-lattice-trellis-drainage-holes-color-orange,Raised Garden Bed Planter Box with Lattice Trellis Drainage Holes - Color: Orange,Outdoor > Garden > Raised Garden Beds,141.48,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt3662gr-wooden-wagon-plant-bed-with-metal-wheels-for-garden-yard-patio-gray-color-gray,Wooden Wagon Plant Bed with Metal Wheels for Garden Yard Patio-Gray - Color: Gray,Outdoor > Garden > Raised Garden Beds,65.98,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-gt3652-elevated-planter-box-kit-with-8-grids-and-folding-tabletop,Elevated Planter Box Kit with 8 Grids and Folding Tabletop,Garden,113.48,USD,11,2,true,true,false,false,true,true,false,false,63,94,DUPLICATE,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-365488-planter-with-trellis-brown-solid-wood-fir,Planter with Trellis Brown Solid Wood Fir,Gardening,110.81,USD,18,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-gt3958-7-x-35-x-7-feet-lean-to-greenhouse-with-flower-rack,7 x 3.5 x 7 Feet Lean-to Greenhouse with Flower Rack,Garden,88.48,USD,7,2,true,true,false,false,true,true,false,false,69,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-gt4216-walk-in-greenhouse-with-3-tiers-8-shelves-pvc-cover-roll-up-zippered-door,Walk-in Greenhouse with 3 Tiers 8 Shelves PVC Cover Roll-up Zippered Door,Garden,110.23,USD,11,2,true,true,false,false,true,true,false,false,63,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/f640-12000038662277624-emitting-color-warm-white-1pc-solar-garden-butterfly-lights-outdoor-waterproof-decorative-lamp-festival-garden-lights-for-yard-garden-yard-path-decoration,Emitting Color: Warm White - 1pc Solar Garden Butterfly Lights Outdoor Waterproof Decorative Lamp Festival Garden Lights For Yard Garden Yard Path Decoration,Outdoor Lighting,24.32,USD,16,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-lghftwc2698581736-copper-and-glass-hummingbird-feeder-32-fl-oz-nectar-capacity,Copper and Glass Hummingbird Feeder - 32 Fl. oz. Nectar Capacity,For The Birds,83.94,USD,6,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
